Accession,Species,Bacteria or Archaea,Genome Length (nt),Coding Length (nt),Non-coding Length (nt),Total Genes,Coding Genes,Total COGs,COGs/coding genes,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,Y,Z
NC_007503,Carboxydothermus hydrogenoformans Z-2901,Bacteria,2401520,2165183,236337,2495,2406,2222,0.924,0,2,222,38,197,59,71,130,86,146,127,123,92,66,84,88,41,252,205,116,49,28,0,0,0
NC_014507,Methanolacinia petrolearia DSM 11571,Archaea,2843290,2489526,353764,2843,2755,2222,0.807,1,2,191,22,162,61,70,161,23,155,112,82,68,55,82,154,7,303,297,144,34,36,0,0,0
NC_008346,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,Bacteria,2936195,2464968,471227,2660,2548,2217,0.870,0,3,135,51,146,51,71,111,70,161,145,199,114,78,84,82,22,235,233,131,43,51,0,0,1
NC_015500,Treponema brennaborense DSM 12168,Bacteria,3055580,2766588,288992,2668,2577,2213,0.859,0,0,109,25,140,57,239,57,47,146,182,114,178,100,59,76,14,252,147,165,56,50,0,0,0
NC_020164,Staphylococcus warneri SG1,Bacteria,2560716,2183225,377491,2470,2362,2213,0.937,1,2,120,25,202,71,154,103,66,153,160,128,106,6,77,148,34,297,227,57,29,47,0,0,0
NC_013422,Halothiobacillus neapolitanus c2,Bacteria,2582886,2292756,290130,2408,2294,2211,0.964,2,1,135,40,151,58,84,112,64,153,100,116,176,79,108,115,48,211,206,122,108,22,0,0,0
NC_012778,Eubacterium eligens ATCC 27750,Bacteria,2831389,2530920,300469,2679,2586,2209,0.854,0,0,89,42,170,64,137,92,64,154,200,122,138,76,73,78,22,245,165,146,45,87,0,0,0
NZ_CP018097,Erythrobacter gangjinensis,Bacteria,2724951,2490698,234253,2663,2594,2205,0.850,0,2,119,24,181,54,97,110,101,160,113,100,160,14,111,93,50,268,235,106,63,43,1,0,0
NC_014150,Brachyspira murdochii DSM 12563,Bacteria,3241804,2817440,424364,2854,2754,2203,0.800,0,1,127,22,192,56,150,71,54,143,89,118,155,95,71,101,23,330,176,120,52,57,0,0,0
NC_007775,Synechococcus sp. JA-3-3Ab,Bacteria,2932766,2520623,412143,2785,2636,2199,0.834,0,3,131,35,176,58,92,141,36,147,96,215,110,23,124,128,33,281,184,114,44,28,0,0,0
NZ_CP018796,Lactobacillus parabuchneri,Bacteria,2726576,2356726,369850,2642,2478,2198,0.887,0,0,91,24,226,87,183,86,66,152,151,195,119,13,64,104,33,258,222,59,28,37,0,0,0
NC_014033,Prevotella ruminicola 23,Bacteria,3619559,3288527,331032,3012,2901,2198,0.758,1,0,103,26,145,73,208,99,62,147,149,121,214,7,89,107,21,280,139,117,40,50,0,0,0
NZ_CP010796,Carnobacterium sp. CP1,Bacteria,2614401,2162508,451893,2473,2324,2196,0.945,1,0,93,32,183,70,206,54,54,166,165,127,124,48,63,104,22,297,233,71,37,46,0,0,0
NC_013939,Deferribacter desulfuricans SSM1,Bacteria,2542933,2367350,175583,2496,2429,2187,0.900,0,2,167,30,183,55,64,114,66,146,102,151,117,117,93,82,30,245,144,174,83,22,0,0,0
NC_020506,Corynebacterium callunae DSM 20147,Bacteria,2928683,2554150,374533,2711,2570,2187,0.851,1,0,114,23,208,76,160,113,56,145,177,150,113,5,75,144,44,259,186,66,32,40,0,0,0
NC_021915,Corynebacterium maris DSM 45190,Bacteria,2833547,2498499,335048,2637,2504,2187,0.873,1,0,148,25,195,71,150,119,82,152,152,104,120,2,78,151,55,249,201,70,24,38,0,0,0
NZ_CP012358,Oblitimonas alkaliphila,Bacteria,2494031,2221222,272809,2404,2301,2178,0.947,1,0,145,30,175,56,76,133,84,168,117,141,134,14,115,128,38,241,221,70,53,38,0,0,0
NZ_CP009501,Methanosarcina thermophila TM-1,Archaea,3127379,2347863,779516,2723,2584,2177,0.842,2,3,212,22,171,56,76,151,34,160,105,90,84,14,99,102,23,363,279,74,29,28,0,0,0
NZ_AP012978,endosymbiont of unidentified scaly snail isolate Monju,Bacteria,2597759,2304534,293225,2537,2355,2175,0.924,1,0,174,35,143,54,65,121,60,156,92,144,141,87,134,105,27,210,171,156,76,23,0,0,0
NC_012034,Caldicellulosiruptor bescii DSM 6725,Bacteria,2931662,2582884,348778,2803,2619,2174,0.830,0,4,98,45,152,58,200,98,32,149,152,171,118,81,68,65,14,245,195,118,46,60,1,0,4
NZ_CP011545,Corynebacterium testudinoris,Bacteria,2721226,2449263,271963,2590,2485,2173,0.874,1,0,115,20,208,75,148,116,74,145,183,136,94,3,70,150,40,251,193,74,26,51,0,0,0
NC_019943,Methanoregula formicica SMSP,Archaea,2820858,2424863,395995,2856,2770,2173,0.784,0,5,197,27,132,54,60,148,27,153,135,102,73,40,82,111,17,313,293,142,30,32,0,0,0
NC_014925,Staphylococcus pseudintermedius HKU10-03,Bacteria,2617381,2175631,441750,2477,2366,2173,0.918,1,1,121,27,208,72,166,107,60,151,151,132,102,9,77,143,30,272,212,65,29,37,0,0,0
NZ_CP012507,Kocuria palustris,Bacteria,2854447,2479826,374621,2508,2385,2171,0.910,1,1,138,18,208,68,167,110,91,147,161,146,117,2,72,123,57,257,163,76,29,19,0,0,0
NC_014168,Segniliparus rotundus DSM 44985,Bacteria,3157527,2815684,341843,3062,2963,2167,0.731,1,0,145,28,218,75,125,122,117,139,149,113,97,6,83,109,95,267,173,56,27,21,0,0,1
NC_011899,Halothermothrix orenii H 168,Bacteria,2578146,2253706,324440,2452,2354,2164,0.919,0,1,117,34,161,60,210,66,34,146,146,108,142,85,86,93,12,256,210,103,60,34,0,0,0
NC_003106,Sulfolobus tokodaii str. 7,Archaea,2694756,2304345,390411,2911,2776,2163,0.779,2,4,167,21,197,67,113,106,73,179,144,149,56,13,96,91,34,373,203,32,17,26,0,0,0
NZ_CP004353,Corynebacterium vitaeruminis DSM 20294,Bacteria,2931780,2526307,405473,2615,2480,2162,0.872,1,1,120,22,198,76,138,127,92,142,177,141,104,0,85,128,40,254,177,66,26,47,0,0,0
NC_019386,Thermus oshimai JL-2,Bacteria,2401329,2249298,152031,2524,2436,2161,0.887,1,2,155,35,226,72,129,126,92,146,110,113,81,19,84,98,53,294,185,76,39,24,0,0,1
NZ_CP009828,Staphylococcus aureus,Bacteria,2709797,2240205,469592,2723,2597,2160,0.832,1,1,111,27,206,69,155,94,67,144,156,142,116,7,68,143,34,264,227,53,31,44,0,0,0
NC_008639,Chlorobium phaeobacteroides DSM 266,Bacteria,3133902,2670300,463602,2850,2728,2160,0.792,0,0,165,32,136,55,79,128,66,142,95,235,185,8,74,110,39,270,194,59,41,47,0,0,0
NZ_CP007202,Siansivirga zeaxanthinifaciens CC-SAMT-1,Bacteria,3303986,2984823,319163,2871,2771,2157,0.778,0,2,113,24,178,67,116,103,74,157,127,121,194,7,102,145,29,268,168,84,38,39,0,0,1
NC_008343,Granulibacter bethesdensis CGDNIH1,Bacteria,2708355,2419210,289145,2458,2355,2155,0.915,0,0,154,23,193,56,108,127,79,155,119,105,158,13,107,118,51,240,209,63,53,24,0,0,0
NZ_CP010309,Staphylococcus schleiferi,Bacteria,2582931,2176652,406279,2459,2333,2153,0.923,0,1,120,24,211,72,145,112,63,148,148,129,110,7,79,145,33,267,215,61,27,36,0,0,0
NC_016052,Tetragenococcus halophilus NBRC 12172,Bacteria,2562720,2201472,361248,2529,2366,2152,0.910,0,0,95,22,158,77,242,62,52,155,184,176,99,12,62,96,20,286,209,81,25,38,0,0,1
NC_014974,Thermus scotoductus SA-01,Bacteria,2355186,2214357,140829,2483,2394,2147,0.897,0,2,173,30,233,72,119,114,83,149,103,89,85,18,87,101,43,282,202,82,45,35,0,0,0
NC_013169,Kytococcus sedentarius DSM 20547,Bacteria,2785024,2479954,305070,2623,2463,2146,0.871,1,2,101,27,194,74,125,98,85,151,155,178,110,3,63,112,47,263,188,71,30,67,0,0,1
NC_016001,Flavobacterium branchiophilum FL-15,Bacteria,3563292,3062809,500483,3120,3035,2143,0.706,0,0,106,29,175,60,98,99,77,159,111,156,238,7,89,106,26,267,181,78,37,43,0,0,1
NC_004461,Staphylococcus epidermidis ATCC 12228,Bacteria,2564615,2135826,428789, , ,2140,#VALUE!,0,1,119,22,201,70,134,102,63,155,136,165,104,6,72,140,30,279,206,65,30,39,0,0,1
NZ_CP015910,Brachyspira hyodysenteriae ATCC 27164,Bacteria,3074045,2675740,398305,2674,2603,2138,0.821,0,0,119,23,168,57,136,71,48,143,84,91,158,109,64,99,25,341,162,130,55,55,0,0,0
NC_015555,Thermoanaerobacterium xylanolyticum LX-11,Bacteria,2534358,2244014,290344,2435,2312,2136,0.924,0,2,123,40,166,61,206,72,37,156,148,142,127,67,73,85,24,225,199,117,41,25,0,0,0
NC_000917,Archaeoglobus fulgidus DSM 4304,Archaea,2178400,2010142,168258,2456,2353,2135,0.907,2,5,231,26,158,51,63,111,108,162,112,99,55,22,71,91,32,339,275,75,28,19,0,0,0
NC_014230,Croceibacter atlanticus HTCC2559,Bacteria,2952962,2732809,220153,2693,2639,2134,0.809,0,2,107,23,168,55,81,102,101,163,121,111,210,9,97,108,53,293,182,71,42,34,1,0,0
NC_013849,Ferroglobus placidus DSM 10642,Archaea,2196266,2019342,176924,2568,2486,2130,0.857,3,8,223,27,156,52,53,122,77,170,119,122,48,27,95,100,23,340,277,38,33,17,0,0,0
NZ_CP011542,Corynebacterium mustelae,Bacteria,3474226,3027876,446350,3129,3009,2127,0.707,1,2,94,35,205,68,143,103,77,151,167,126,118,5,85,118,50,241,189,65,26,58,0,0,0
NC_014378,Acetohalobium arabaticum DSM 5501,Bacteria,2469596,2137627,331969,2396,2286,2126,0.930,2,2,155,34,191,61,67,145,43,143,126,136,139,67,87,109,22,232,196,90,57,22,0,0,0
NC_018011,Alistipes finegoldii DSM 17242,Bacteria,3734239,3285675,448564,3225,3083,2126,0.690,0,0,123,34,146,58,159,84,51,142,143,207,170,6,75,123,22,267,142,84,52,38,0,0,0
NZ_CP007790,Corynebacterium marinum DSM 44953,Bacteria,2729219,2421755,307464,2556,2437,2121,0.870,1,1,122,20,188,80,144,116,63,149,147,133,113,1,81,142,52,250,186,71,25,36,0,0,0
NC_018227,Methanoculleus bourgensis MS2,Archaea,2789774,2234946,554828,2596,2492,2120,0.851,3,5,194,28,135,58,79,151,38,154,105,108,93,25,92,102,12,319,285,72,25,37,0,0,0
NZ_CP012559,Lactobacillus heilongjiangensis,Bacteria,2790548,2265969,524579,2482,2383,2115,0.888,0,0,81,24,150,81,249,60,49,145,214,114,116,11,49,98,21,276,221,84,29,43,0,0,0
NZ_CP010975,Kangiella geojedonensis,Bacteria,2495242,2255325,239917,2315,2242,2114,0.943,1,0,123,27,190,48,49,103,80,163,113,100,137,39,135,90,53,227,227,106,81,21,0,0,1
NC_016034,Lactobacillus buchneri CD034,Bacteria,2563168,2213033,350135,2459,2347,2114,0.901,0,0,93,27,218,83,173,85,66,145,160,138,120,8,60,94,34,270,214,63,26,36,0,0,1
NC_010813,Corynebacterium aurimucosum ATCC 700975,Bacteria,2819226,2495114,324112,2648,2553,2113,0.828,1,1,102,25,201,78,124,106,68,147,164,181,108,3,66,132,42,234,191,68,27,44,0,0,0
NC_015161,Deinococcus proteolyticus MRP,Bacteria,2886836,2486588,400248,2724,2573,2113,0.821,0,1,118,30,178,73,105,108,79,146,117,130,98,26,88,116,38,294,191,89,45,42,0,0,1
NZ_CP010827,Corynebacterium singulare,Bacteria,2830519,2496202,334317,2579,2469,2107,0.853,1,0,95,28,192,67,135,110,61,153,173,140,107,4,68,154,40,236,183,76,28,56,0,0,0
NC_006576,Synechococcus elongatus PCC 6301,Bacteria,2696255,2385424,310831,2664,2572,2102,0.817,0,2,141,25,159,58,100,132,43,145,93,93,142,27,110,130,37,283,186,109,48,38,0,0,1
NC_010364,Halobacterium salinarum R1,Archaea,2668776,2278326,390450,2687,2592,2099,0.810,2,6,132,37,153,63,65,110,57,157,151,186,57,47,104,120,28,294,199,80,24,27,0,0,0
NC_022601,Carnobacterium inhibens subsp. gilichinskyi,Bacteria,2497115,2090902,406213,2387,2252,2099,0.932,0,0,71,32,163,78,177,48,57,155,164,146,114,52,60,114,23,276,207,73,46,43,0,0,0
NC_007520,Thiomicrospira crunogena XCL-2,Bacteria,2427734,2192591,235143,2300,2237,2098,0.938,1,2,117,28,151,50,76,116,43,166,82,109,143,96,115,130,42,196,173,157,77,28,0,0,0
NC_017459,Haloquadratum walsbyi C23,Archaea,3260476,2513749,746727,2928,2789,2098,0.752,0,3,111,27,229,77,82,116,45,151,140,161,70,2,99,131,31,298,219,52,21,32,1,0,0
NZ_CP005286,Corynebacterium humireducens NBRC 106098 = DSM 45392,Bacteria,2681312,2420102,261210,2595,2482,2093,0.843,1,1,122,22,183,74,118,108,78,151,159,171,98,4,81,116,49,247,185,62,26,37,0,0,0
NZ_CP002190,Bdellovibrio bacteriovorus W,Bacteria,3006992,2718710,288282,2828,2743,2092,0.763,1,3,95,49,121,61,61,66,65,154,103,122,174,82,110,91,47,263,156,126,100,35,0,0,7
NC_019977,Methanomethylovorans hollandica DSM 15978,Archaea,2714013,2327227,386786,2609,2519,2092,0.830,2,3,164,24,145,55,69,143,25,159,109,155,76,36,96,95,20,330,252,63,30,41,0,0,0
NC_022576,Candidatus Symbiobacter mobilis CR,Bacteria,2991840,2633762,358078,2426,2289,2092,0.914,1,0,89,36,130,44,67,76,36,134,106,150,159,137,90,63,14,181,154,292,90,43,0,0,0
NZ_CP006764,Corynebacterium doosanense CAU 212 = DSM 45436,Bacteria,2698995,2415486,283509,2618,2506,2091,0.834,1,0,107,29,190,71,128,103,74,149,161,169,90,1,67,131,44,261,188,66,25,35,0,0,1
NC_020515,Bibersteinia trehalosi USDA-ARS-USMARC-192,Bacteria,2407846,2151853,255993,2236,2139,2089,0.977,1,0,127,25,178,63,135,104,65,163,124,116,154,7,101,124,30,239,196,48,53,30,6,0,0
NC_013174,Jonesia denitrificans DSM 20603,Bacteria,2749646,2463667,285979,2560,2430,2087,0.859,1,1,109,26,163,68,206,93,54,144,165,103,92,54,86,118,26,227,152,95,49,55,0,0,0
NC_015672,Flexistipes sinusarabici DSM 4947,Bacteria,2526590,2229486,297104,2397,2311,2087,0.903,1,2,176,23,208,52,71,110,62,147,85,193,131,31,81,90,35,242,145,116,57,29,0,0,0
NC_009850,Arcobacter butzleri RM4018,Bacteria,2341251,2184583,156668,2330,2255,2086,0.925,0,0,134,20,160,53,66,104,42,139,121,91,148,81,97,138,20,233,161,186,57,35,0,0,0
NZ_CP007601,Staphylococcus capitis subsp. capitis,Bacteria,2503265,2137119,366146,2385,2260,2085,0.923,0,2,118,23,178,67,146,104,67,154,138,108,108,4,74,132,34,292,215,56,28,36,0,0,1
NC_006300,Mannheimia succiniciproducens MBEL55E,Bacteria,2314078,2029893,284185,2170,2060,2085,1.012,1,0,133,25,189,62,194,98,52,154,127,126,144,9,99,107,24,233,181,46,57,23,1,0,0
NC_004113,Thermosynechococcus elongatus BP-1,Bacteria,2593857,2330541,263316, , ,2084,#VALUE!,0,1,131,29,156,52,96,132,45,142,78,174,143,33,104,130,26,225,175,121,52,38,1,0,0
NC_011883,Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774,Bacteria,2873437,2407357,466080,2495,2376,2082,0.876,0,2,197,21,198,53,82,127,39,151,83,101,149,69,77,114,40,235,146,124,46,27,0,0,1
NC_013512,Sulfurospirillum deleyianum DSM 6946,Bacteria,2306351,2146103,160248,2318,2258,2082,0.922,0,1,159,30,162,57,62,104,46,148,105,120,137,89,88,118,26,216,133,187,65,29,0,0,0
NZ_CP012034,Lactobacillus ginsenosidimutans,Bacteria,2590556,2248790,341766,2575,2490,2081,0.836,0,0,94,28,176,74,150,104,44,145,169,151,103,15,56,106,25,272,242,63,26,38,0,0,0
NC_013921,Thermoanaerobacter italicus Ab9,Bacteria,2451061,2161880,289181,2399,2248,2080,0.925,0,2,107,41,175,63,217,96,32,146,145,140,111,61,66,82,20,214,192,101,43,26,0,0,0
NZ_CP016312,Thermus brockianus,Bacteria,2388273,2253844,134429,2518,2302,2079,0.903,1,2,153,25,210,70,134,116,79,141,108,107,82,17,77,96,42,291,178,80,43,25,1,0,1
NZ_CP010904,Kiritimatiella glycovorans,Bacteria,2949723,2616437,333286,2479,2398,2078,0.867,1,0,82,25,142,54,151,111,40,144,113,170,170,59,70,128,28,241,146,75,104,23,0,0,1
NC_018704,Amphibacillus xylanus NBRC 15112,Bacteria,2569486,2171273,398213,2421,2312,2075,0.897,1,0,77,35,140,63,186,61,45,148,160,155,112,69,68,87,23,215,196,133,42,59,0,0,0
NC_017583,Spirochaeta thermophila DSM 6578,Bacteria,2560222,2401453,158769,2344,2258,2075,0.919,0,1,103,25,140,51,236,89,52,144,108,135,124,81,81,74,24,219,151,142,58,36,0,0,1
NZ_CP014234,Moraxella osloensis,Bacteria,2649137,2242294,406843,2368,2253,2069,0.918,1,1,132,36,154,61,51,107,88,157,113,201,131,34,93,96,35,229,183,69,69,27,1,0,0
NC_009655,Actinobacillus succinogenes 130Z,Bacteria,2319663,2052677,266986,2188,2084,2069,0.993,1,0,131,24,166,63,215,99,56,157,125,112,147,8,94,107,21,244,181,46,44,26,2,0,0
NC_014831,Thermaerobacter marianensis DSM 12885,Bacteria,2844696,2358116,486580,2370,2235,2066,0.924,0,0,130,33,258,59,111,93,73,137,134,91,102,50,74,111,42,235,175,78,50,30,0,0,0
NZ_LN774769,Lactococcus piscium MKFS47,Bacteria,2503066,2172270,330796,2470,2352,2065,0.878,0,1,58,26,177,67,224,62,45,145,188,187,110,10,56,110,19,244,199,56,28,53,0,0,0
NC_010617,Kocuria rhizophila DC2201,Bacteria,2697540,2348228,349312,2336,2238,2064,0.922,1,1,126,18,218,82,126,101,101,154,140,106,99,3,73,113,46,280,156,63,27,29,0,0,1
NZ_AP012331,Bifidobacterium scardovii JCM 12489 = DSM 13734,Bacteria,3158347,2622503,535844,2530,2377,2064,0.868,2,1,59,28,224,70,353,52,41,140,206,119,95,3,58,91,17,211,133,89,17,54,0,0,1
NC_014220,Syntrophothermus lipocalidus DSM 12680,Bacteria,2405559,2072463,333096,2366,2287,2062,0.902,0,4,152,40,146,58,70,114,98,152,129,132,99,79,72,70,26,233,183,107,64,34,0,0,0
NC_009051,Methanoculleus marisnigri JR1,Archaea,2478101,2126425,351676,2468,2392,2061,0.862,2,5,187,18,139,62,84,148,34,155,111,94,101,25,89,91,15,301,263,85,21,31,0,0,0
NZ_CP010822,Thermus aquaticus Y51MC23,Bacteria,2338641,2164929,173712,2502,2393,2061,0.861,0,3,133,32,211,69,99,117,84,151,101,141,88,15,82,90,40,275,199,63,41,25,0,0,2
NZ_CP008747,Staphylococcus hyicus,Bacteria,2472129,2114125,358004,2351,2256,2059,0.913,2,1,114,25,195,75,143,102,62,152,128,118,117,9,77,131,38,247,203,60,32,28,0,0,0
NZ_LT630450,Desulfovibrio piger,Bacteria,2807531,2369940,437591,2513,2373,2057,0.867,0,3,166,27,192,62,105,132,40,158,100,122,142,11,74,109,27,261,174,74,49,29,0,0,0
NC_017034,Methanocella conradii HZ254,Archaea,2378438,2113064,265374,2504,2428,2057,0.847,2,3,171,33,153,54,82,130,23,163,105,94,85,18,83,111,6,337,249,62,40,35,0,0,18
NC_015437,Selenomonas sputigena ATCC 35185,Bacteria,2568361,2296081,272280,2377,2275,2055,0.903,0,0,107,36,175,61,94,127,36,144,102,134,138,86,78,121,15,213,184,99,64,41,0,0,0
NZ_AP014680,Lactobacillus hokkaidonensis JCM 18461,Bacteria,2400586,2076839,323747,2348,2233,2055,0.920,0,0,84,25,187,80,184,67,75,145,180,150,123,13,48,83,31,248,193,74,27,38,0,0,0
NC_014753,Oceanithermus profundus DSM 14977,Bacteria,2439291,2224459,214832,2404,2339,2052,0.877,0,1,160,30,210,69,131,92,67,152,99,90,82,33,83,105,34,275,168,82,57,32,0,0,0
NC_015275,Clostridium lentocellum DSM 5427,Bacteria,4714237,4005115,709122,4273,4068,2047,0.503,0,1,117,38,164,62,116,98,48,169,134,130,124,72,71,83,14,232,167,118,46,43,0,0,0
NZ_CP014634,Corynebacterium simulans,Bacteria,2737971,2431790,306181,2561,2441,2045,0.838,1,0,104,23,183,73,124,107,63,149,159,178,95,4,66,135,47,201,176,76,25,56,0,0,0
NC_017455,Halanaerobium praevalens DSM 2228,Bacteria,2309262,2057183,252079,2167,2081,2044,0.982,0,0,130,27,140,70,154,79,52,137,125,122,114,80,66,128,20,212,180,132,53,23,0,0,0
NC_007955,Methanococcoides burtonii DSM 6242,Archaea,2575032,2173459,401573,2555,2429,2039,0.839,1,2,156,15,151,53,70,153,27,158,102,169,86,32,83,96,12,262,241,98,34,37,0,0,1
NZ_CP009056,Frischella perrara,Bacteria,2692351,2275091,417260,2321,2226,2038,0.916,1,0,69,27,174,56,130,97,66,158,122,115,127,45,90,108,38,227,202,75,66,43,0,0,2
NC_010831,Chlorobium phaeobacteroides BS1,Bacteria,2736403,2340146,396257,2541,2414,2035,0.843,0,0,172,28,136,55,82,126,56,134,89,137,187,10,83,116,30,260,192,55,45,42,0,0,0
NZ_CP012067,Aggregatibacter aphrophilus,Bacteria,2414427,2131346,283081,2227,2113,2034,0.963,1,0,133,25,171,65,134,111,58,159,97,113,148,8,106,134,24,217,196,45,55,30,4,0,0
NC_015216,Methanobacterium lacus,Archaea,2583753,2147342,436411,2513,2440,2033,0.833,2,4,206,19,143,58,79,138,29,150,114,74,87,5,69,107,8,307,296,79,23,36,0,0,0
NZ_CP014232,Actinomyces oris,Bacteria,3042917,2575058,467859,2459,2336,2029,0.869,1,0,99,27,173,66,178,79,53,143,178,115,136,8,70,98,22,227,147,98,39,70,0,0,2
NC_010803,Chlorobium limicola DSM 245,Bacteria,2763181,2425369,337812,2530,2421,2027,0.837,0,0,183,27,139,56,75,142,57,138,87,146,173,5,77,127,34,257,165,62,39,38,0,0,0
NC_009712,Methanoregula boonei 6A8,Archaea,2542943,2184969,357974,2565,2488,2025,0.814,0,2,188,24,138,57,67,122,32,149,114,87,67,33,78,103,16,280,241,159,28,40,0,0,0
NZ_AP014510,Thermotoga profunda AZM34c06,Bacteria,2187612,2061813,125799,2136,2073,2023,0.976,0,2,111,20,220,64,266,63,42,139,98,90,92,65,59,105,22,252,153,78,45,37,0,0,0
NC_015387,Marinithermus hydrothermalis DSM 14884,Bacteria,2269167,2082594,186573,2262,2163,2016,0.932,0,2,148,28,222,65,123,116,76,152,93,99,104,20,84,95,31,261,146,74,47,30,0,0,0
NZ_CP007141,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,Bacteria,2165416,2035642,129774,2139,2073,2013,0.971,1,2,111,25,224,59,242,58,39,137,95,102,85,70,67,118,23,252,153,75,45,30,0,0,0
NC_017094,Leptospirillum ferrooxidans C2-3,Bacteria,2559538,2291910,267628,2558,2473,2012,0.814,1,2,143,22,135,52,95,111,51,131,95,127,170,74,91,71,24,189,167,136,86,39,0,0,0
NC_022567,Adlercreutzia equolifaciens DSM 19450,Bacteria,2862526,2477903,384623,2313,2214,2012,0.909,0,1,233,27,158,56,63,78,50,133,220,99,81,7,63,110,25,250,161,127,28,42,0,0,0
NC_020813,Bdellovibrio exovorus JSS,Bacteria,2657893,2452678,205215,2639,2591,2010,0.776,1,2,96,33,125,54,60,68,64,163,106,111,155,84,112,87,36,252,159,117,94,30,0,0,1
NC_009828,Pseudothermotoga lettingae TMO,Bacteria,2135342,2014003,121339,2118,2047,2009,0.981,0,2,124,24,204,62,265,65,42,138,108,81,94,57,59,116,21,245,147,76,41,38,0,0,0
NC_009053,Actinobacillus pleuropneumoniae serovar 5b str. L20,Bacteria,2274482,2005707,268775,2166,2035,2008,0.987,1,0,124,29,180,59,139,106,40,160,100,136,151,7,103,128,18,204,197,39,57,28,2,0,0
NC_021663,Corynebacterium terpenotabidum Y-11,Bacteria,2751233,2441664,309569,2435,2333,2008,0.861,2,0,123,23,194,73,102,104,115,151,151,127,79,2,68,126,65,240,154,58,25,26,0,0,0
NC_014377,Thermosediminibacter oceani DSM 16646,Bacteria,2280035,2020801,259234,2313,2197,2007,0.914,1,1,144,42,148,52,120,98,33,145,129,190,111,62,62,88,26,203,173,99,52,28,0,0,0
NC_006461,Thermus thermophilus HB8,Bacteria,2116056,1980654,135402, , ,2001,#VALUE!,0,2,145,37,196,63,120,118,83,150,96,112,84,14,81,80,49,272,180,58,40,20,0,0,1
NZ_CP011541,Corynebacterium epidermidicanis,Bacteria,2692072,2354279,337793,2456,2337,2001,0.856,1,1,107,25,185,65,122,112,73,148,163,133,106,2,76,127,40,216,164,70,25,40,0,0,0
NZ_CP008918,Pasteurella multocida,Bacteria,2271840,2017270,254570,2111,2013,2000,0.994,1,0,121,28,171,61,179,111,46,157,91,108,152,7,96,124,25,209,178,51,57,23,3,0,1
NC_016077,Acidaminococcus intestini RyC-MR95,Bacteria,2487765,2182301,305464,2417,2301,1997,0.868,0,1,138,27,208,60,77,77,52,145,143,173,128,8,55,88,19,263,197,52,41,41,4,0,0
NC_015681,Thermodesulfatator indicus DSM 15286,Bacteria,2322224,2102854,219370,2282,2199,1997,0.908,1,2,151,33,167,54,69,121,39,154,73,143,125,81,91,83,18,229,153,115,77,18,0,0,0
NC_011059,Prosthecochloris aestuarii DSM 271,Bacteria,2579695,2268593,311102,2389,2302,1996,0.867,1,0,171,31,134,63,83,131,59,140,65,140,177,9,85,125,30,244,145,51,74,38,0,0,0
NC_017025,Flavobacterium indicum GPTSA100-9 = DSM 17447,Bacteria,2993089,2719335,273754,2769,2671,1995,0.747,0,1,102,25,153,58,70,100,77,155,120,132,206,5,92,92,32,240,165,90,35,42,0,0,3
